facility_id,facility_name,district,province,tier_level,gps_lat,gps_lon,nicu_available,nicu_beds,incubators_functional,incubators_total,radiant_warmers,phototherapy_units,cpap_machines,resuscitation_tables,kangaroo_care_space,electricity_reliable,backup_generator,reporting_month,total_deliveries,live_births,neonatal_deaths_0_7d,neonatal_deaths_8_28d,stillbirths,death_birth_asphyxia,death_prematurity,death_sepsis,death_congenital,death_other,avg_gestational_age,preterm_births_28_32w,preterm_births_32_37w,apgar_less_7_at_5min,birth_weight_less_2500g,newborn_protocol_exists,protocol_last_updated,death_audits_conducted_pct,staff_trained_on_protocol_pct,quality_improvement_active,supervision_visits_quarterly,hmis_reporting_completeness,bag_mask_ventilation_competency,thermal_care_protocol_compliance,infection_prevention_score,total_nurses,neonatal_trained_nurses,midwives,obstetricians,pediatricians,neonatologists,anesthetists,last_neonatal_training_date,staff_per_delivery_2024,night_shift_coverage,avg_referral_time_hrs,referrals_out_monthly,referrals_in_monthly,oxygen_cylinders_available,oxygen_concentrators,oxygen_plant,ambulance_available,kangaroo_care_practiced,essential_drugs_stockouts_days,antibiotics_available,surfactant_available,referral_feedback_rate,reporting_quarter,year_quarter
NYA001,Nyarugenge Hospital,Nyarugenge,Kigali City,Provincial,-2.6323,30.0791,Partial,0,6,8,5,2,2,2,Partial,Yes,Yes,2024-10-01,332,322,8,3,10,3,3,2,1,2,37.3,14,28,10,50,Yes,2025-03,63%,48%,Yes,2,89%,52%,43%,55%,53,3,19,2,1,0,3,2025-03,0.02,Full,2.1,23,30,10,5,No,No,Partial,14,Usually,No,70%,Q4,2024_Q4
NYA001,Nyarugenge Hospital,Nyarugenge,Kigali City,Provincial,-2.6323,30.0791,Partial,0,6,8,5,2,2,2,Partial,Yes,Yes,2024-11-01,236,227,7,3,9,3,2,2,0,3,38.1,10,21,15,38,Yes,2025-03,63%,48%,Yes,2,89%,52%,43%,55%,53,3,19,2,1,0,3,2025-03,0.02,Full,2.1,23,30,10,5,No,No,Partial,14,Usually,No,70%,Q4,2024_Q4
NYA002,Nyarugenge Health Center 1,Nyarugenge,Kigali City,Health Center,-1.7648,30.4147,No,0,1,2,1,1,0,2,No,Yes,Yes,2024-01-01,85,83,5,2,2,2,1,1,0,3,37.9,3,8,2,12,No,Never,47%,11%,No,0,70%,27%,13%,40%,27,0,11,0,0,0,1,Never,0.01,,2.6,23,8,1,2,No,Yes,Partial,10,Rarely,No,26%,Q1,2024_Q1
NYA002,Nyarugenge Health Center 1,Nyarugenge,Kigali City,Health Center,-1.7648,30.4147,No,0,1,2,1,1,0,2,No,Yes,Yes,2024-01-01,51,49,3,0,2,0,0,0,0,3,36.9,1,6,3,5,No,Never,47%,11%,No,0,70%,27%,13%,40%,27,0,11,0,0,0,1,Never,0.01,,2.6,23,8,1,2,No,Yes,Partial,10,Rarely,No,26%,Q1,2024_Q1
NYA002,Nyarugenge Health Center 1,Nyarugenge,Kigali City,Health Center,-1.7648,30.4147,No,0,1,2,1,1,0,2,No,Yes,Yes,2024-03-01,88,87,3,2,1,1,1,1,0,2,38.3,2,11,5,9,No,Never,47%,11%,No,0,70%,27%,13%,40%,27,0,11,0,0,0,1,Never,0.01,,2.6,23,8,1,2,No,Yes,Partial,10,Rarely,No,26%,Q1,2024_Q1
NYA002,Nyarugenge Health Center 1,Nyarugenge,Kigali City,Health Center,-1.7648,30.4147,No,0,1,2,1,1,0,2,No,Yes,Yes,2024-03-01,61,59,3,1,2,1,1,0,0,2,36.9,2,6,4,7,No,Never,47%,11%,No,0,70%,27%,13%,40%,27,0,11,0,0,0,1,Never,0.01,,2.6,23,8,1,2,No,Yes,Partial,10,Rarely,No,26%,Q1,2024_Q1
NYA002,Nyarugenge Health Center 1,Nyarugenge,Kigali City,Health Center,-1.7648,30.4147,No,0,1,2,1,1,0,2,No,Yes,Yes,2024-04-01,103,101,5,2,2,2,2,1,0,2,38.2,4,9,4,17,No,Never,47%,11%,No,0,70%,27%,13%,40%,27,0,11,0,0,0,1,Never,0.01,,2.6,23,8,1,2,No,Yes,Partial,10,Rarely,No,26%,Q2,2024_Q2
NYA002,Nyarugenge Health Center 1,Nyarugenge,Kigali City,Health Center,-1.7648,30.4147,No,0,1,2,1,1,0,2,No,Yes,Yes,2024-05-01,96,92,5,1,4,1,1,1,0,3,37.0,3,10,5,10,No,Never,47%,11%,No,0,70%,27%,13%,40%,27,0,11,0,0,0,1,Never,0.01,,2.6,23,8,1,2,No,Yes,Partial,10,Rarely,No,26%,Q2,2024_Q2
NYA002,Nyarugenge Health Center 1,Nyarugenge,Kigali City,Health Center,-1.7648,30.4147,No,0,1,2,1,1,0,2,No,Yes,Yes,2024-06-01,85,83,4,2,2,2,1,1,0,2,36.9,1,6,5,8,No,Never,47%,11%,No,0,70%,27%,13%,40%,27,0,11,0,0,0,1,Never,0.01,,2.6,23,8,1,2,No,Yes,Partial,10,Rarely,No,26%,Q2,2024_Q2
NYA002,Nyarugenge Health Center 1,Nyarugenge,Kigali City,Health Center,-1.7648,30.4147,No,0,1,2,1,1,0,2,No,Yes,Yes,2024-07-01,64,62,3,1,2,1,1,1,0,1,37.7,2,8,1,7,No,Never,47%,11%,No,0,70%,27%,13%,40%,27,0,11,0,0,0,1,Never,0.01,,2.6,23,8,1,2,No,Yes,Partial,10,Rarely,No,26%,Q3,2024_Q3
NYA002,Nyarugenge Health Center 1,Nyarugenge,Kigali City,Health Center,-1.7648,30.4147,No,0,1,2,1,1,0,2,No,Yes,Yes,2024-08-01,90,87,5,2,3,1,2,1,1,2,37.0,3,9,3,12,No,Never,47%,11%,No,0,70%,27%,13%,40%,27,0,11,0,0,0,1,Never,0.01,,2.6,23,8,1,2,No,Yes,Partial,10,Rarely,No,26%,Q3,2024_Q3
NYA002,Nyarugenge Health Center 1,Nyarugenge,Kigali City,Health Center,-1.7648,30.4147,No,0,1,2,1,1,0,2,No,Yes,Yes,2024-09-01,86,82,3,1,4,1,1,1,0,1,36.7,2,11,6,15,No,Never,47%,11%,No,0,70%,27%,13%,40%,27,0,11,0,0,0,1,Never,0.01,,2.6,23,8,1,2,No,Yes,Partial,10,Rarely,No,26%,Q3,2024_Q3
NYA002,Nyarugenge Health Center 1,Nyarugenge,Kigali City,Health Center,-1.7648,30.4147,No,0,1,2,1,1,0,2,No,Yes,Yes,2024-10-01,62,60,3,1,2,1,1,0,0,2,38.3,1,6,2,10,No,Never,47%,11%,No,0,70%,27%,13%,40%,27,0,11,0,0,0,1,Never,0.01,,2.6,23,8,1,2,No,Yes,Partial,10,Rarely,No,26%,Q4,2024_Q4
NYA002,Nyarugenge Health Center 1,Nyarugenge,Kigali City,Health Center,-1.7648,30.4147,No,0,1,2,1,1,0,2,No,Yes,Yes,2024-11-01,90,86,3,2,4,1,1,1,0,2,37.9,1,8,2,10,No,Never,47%,11%,No,0,70%,27%,13%,40%,27,0,11,0,0,0,1,Never,0.01,,2.6,23,8,1,2,No,Yes,Partial,10,Rarely,No,26%,Q4,2024_Q4
NYA003,Nyarugenge Health Center 2,Nyarugenge,Kigali City,Provincial,-2.5888,30.2792,Partial,0,5,9,6,5,2,2,Yes,No,Yes,2024-01-01,325,313,10,3,12,3,3,2,0,5,37.3,9,30,14,54,Yes,2024-01,74%,54%,Yes,2,92%,63%,44%,66%,43,4,17,3,3,0,1,2023-08,0.02,Partial,2.9,26,21,14,2,Yes,Yes,No,5,Usually,No,53%,Q1,2024_Q1
NYA003,Nyarugenge Health Center 2,Nyarugenge,Kigali City,Provincial,-2.5888,30.2792,Partial,0,5,9,6,5,2,2,Yes,No,Yes,2024-01-01,284,278,6,2,6,2,2,1,0,3,37.8,11,30,13,51,Yes,2024-01,74%,54%,Yes,2,92%,63%,44%,66%,43,4,17,3,3,0,1,2023-08,0.02,Partial,2.9,26,21,14,2,Yes,Yes,No,5,Usually,No,53%,Q1,2024_Q1
NYA003,Nyarugenge Health Center 2,Nyarugenge,Kigali City,Provincial,-2.5888,30.2792,Partial,0,5,9,6,5,2,2,Yes,No,Yes,2024-03-01,254,249,7,1,5,2,2,2,0,2,37.6,9,26,15,39,Yes,2024-01,74%,54%,Yes,2,92%,63%,44%,66%,43,4,17,3,3,0,1,2023-08,0.02,Partial,2.9,26,21,14,2,Yes,Yes,No,5,Usually,No,53%,Q1,2024_Q1
NYA003,Nyarugenge Health Center 2,Nyarugenge,Kigali City,Provincial,-2.5888,30.2792,Partial,0,5,9,6,5,2,2,Yes,No,Yes,2024-03-01,257,247,6,3,10,2,2,2,0,3,38.1,10,24,17,49,Yes,2024-01,74%,54%,Yes,2,92%,63%,44%,66%,43,4,17,3,3,0,1,2023-08,0.02,Partial,2.9,26,21,14,2,Yes,Yes,No,5,Usually,No,53%,Q1,2024_Q1
NYA003,Nyarugenge Health Center 2,Nyarugenge,Kigali City,Provincial,-2.5888,30.2792,Partial,0,5,9,6,5,2,2,Yes,No,Yes,2024-04-01,259,254,6,2,5,2,2,1,0,3,36.5,11,32,8,50,Yes,2024-01,74%,54%,Yes,2,92%,63%,44%,66%,43,4,17,3,3,0,1,2023-08,0.02,Partial,2.9,26,21,14,2,Yes,Yes,No,5,Usually,No,53%,Q2,2024_Q2
NYA003,Nyarugenge Health Center 2,Nyarugenge,Kigali City,Provincial,-2.5888,30.2792,Partial,0,5,9,6,5,2,2,Yes,No,Yes,2024-05-01,272,264,3,2,8,1,1,1,0,2,38.4,5,30,12,29,Yes,2024-01,74%,54%,Yes,2,92%,63%,44%,66%,43,4,17,3,3,0,1,2023-08,0.02,Partial,2.9,26,21,14,2,Yes,Yes,No,5,Usually,No,53%,Q2,2024_Q2
NYA003,Nyarugenge Health Center 2,Nyarugenge,Kigali City,Provincial,-2.5888,30.2792,Partial,0,5,9,6,5,2,2,Yes,No,Yes,2024-06-01,318,309,4,3,9,2,1,1,0,3,37.3,6,41,10,55,Yes,2024-01,74%,54%,Yes,2,92%,63%,44%,66%,43,4,17,3,3,0,1,2023-08,0.02,Partial,2.9,26,21,14,2,Yes,Yes,No,5,Usually,No,53%,Q2,2024_Q2
NYA003,Nyarugenge Health Center 2,Nyarugenge,Kigali City,Provincial,-2.5888,30.2792,Partial,0,5,9,6,5,2,2,Yes,No,Yes,2024-07-01,240,235,3,3,5,1,1,1,0,3,36.7,8,31,15,39,Yes,2024-01,74%,54%,Yes,2,92%,63%,44%,66%,43,4,17,3,3,0,1,2023-08,0.02,Partial,2.9,26,21,14,2,Yes,Yes,No,5,Usually,No,53%,Q3,2024_Q3
NYA003,Nyarugenge Health Center 2,Nyarugenge,Kigali City,Provincial,-2.5888,30.2792,Partial,0,5,9,6,5,2,2,Yes,No,Yes,2024-08-01,302,297,4,2,5,1,1,1,0,3,37.2,6,33,18,53,Yes,2024-01,74%,54%,Yes,2,92%,63%,44%,66%,43,4,17,3,3,0,1,2023-08,0.02,Partial,2.9,26,21,14,2,Yes,Yes,No,5,Usually,No,53%,Q3,2024_Q3
NYA003,Nyarugenge Health Center 2,Nyarugenge,Kigali City,Provincial,-2.5888,30.2792,Partial,0,5,9,6,5,2,2,Yes,No,Yes,2024-09-01,245,238,6,3,7,2,3,2,0,2,37.9,8,27,15,44,Yes,2024-01,74%,54%,Yes,2,92%,63%,44%,66%,43,4,17,3,3,0,1,2023-08,0.02,Partial,2.9,26,21,14,2,Yes,Yes,No,5,Usually,No,53%,Q3,2024_Q3
NYA003,Nyarugenge Health Center 2,Nyarugenge,Kigali City,Provincial,-2.5888,30.2792,Partial,0,5,9,6,5,2,2,Yes,No,Yes,2024-10-01,287,281,7,3,6,3,3,2,0,2,37.1,13,33,20,34,Yes,2024-01,74%,54%,Yes,2,92%,63%,44%,66%,43,4,17,3,3,0,1,2023-08,0.02,Partial,2.9,26,21,14,2,Yes,Yes,No,5,Usually,No,53%,Q4,2024_Q4
NYA003,Nyarugenge Health Center 2,Nyarugenge,Kigali City,Provincial,-2.5888,30.2792,Partial,0,5,9,6,5,2,2,Yes,No,Yes,2024-11-01,290,286,8,3,4,3,3,2,1,2,38.3,11,29,13,34,Yes,2024-01,74%,54%,Yes,2,92%,63%,44%,66%,43,4,17,3,3,0,1,2023-08,0.02,Partial,2.9,26,21,14,2,Yes,Yes,No,5,Usually,No,53%,Q4,2024_Q4
NYA004,Nyarugenge Health Center 3,Nyarugenge,Kigali City,Referral,-2.8699,29.2867,Yes,19,13,14,8,10,5,5,No,Yes,Yes,2024-01-01,437,426,5,1,11,1,1,1,0,3,37.4,14,50,19,70,No,Never,93%,87%,Yes,3,96%,96%,76%,83%,102,16,34,9,7,3,5,2025-04,0.03,Full,0.6,4,84,20,11,Yes,Yes,Yes,1,Always,Yes,91%,Q1,2024_Q1
NYA004,Nyarugenge Health Center 3,Nyarugenge,Kigali City,Referral,-2.8699,29.2867,Yes,19,13,14,8,10,5,5,No,Yes,Yes,2024-01-01,550,528,5,3,22,2,2,1,0,3,36.8,12,69,16,100,No,Never,93%,87%,Yes,3,96%,96%,76%,83%,102,16,34,9,7,3,5,2025-04,0.03,Full,0.6,4,84,20,11,Yes,Yes,Yes,1,Always,Yes,91%,Q1,2024_Q1
NYA004,Nyarugenge Health Center 3,Nyarugenge,Kigali City,Referral,-2.8699,29.2867,Yes,19,13,14,8,10,5,5,No,Yes,Yes,2024-03-01,585,567,5,2,18,2,1,1,0,3,36.9,25,78,22,98,No,Never,93%,87%,Yes,3,96%,96%,76%,83%,102,16,34,9,7,3,5,2025-04,0.03,Full,0.6,4,84,20,11,Yes,Yes,Yes,1,Always,Yes,91%,Q1,2024_Q1
NYA004,Nyarugenge Health Center 3,Nyarugenge,Kigali City,Referral,-2.8699,29.2867,Yes,19,13,14,8,10,5,5,No,Yes,Yes,2024-03-01,428,423,5,1,5,2,1,1,0,2,36.7,10,46,18,45,No,Never,93%,87%,Yes,3,96%,96%,76%,83%,102,16,34,9,7,3,5,2025-04,0.03,Full,0.6,4,84,20,11,Yes,Yes,Yes,1,Always,Yes,91%,Q1,2024_Q1
NYA004,Nyarugenge Health Center 3,Nyarugenge,Kigali City,Referral,-2.8699,29.2867,Yes,19,13,14,8,10,5,5,No,Yes,Yes,2024-04-01,475,460,3,3,15,2,2,1,0,1,38.5,20,62,15,78,No,Never,93%,87%,Yes,3,96%,96%,76%,83%,102,16,34,9,7,3,5,2025-04,0.03,Full,0.6,4,84,20,11,Yes,Yes,Yes,1,Always,Yes,91%,Q2,2024_Q2
NYA004,Nyarugenge Health Center 3,Nyarugenge,Kigali City,Referral,-2.8699,29.2867,Yes,19,13,14,8,10,5,5,No,Yes,Yes,2024-05-01,598,578,6,3,20,2,2,1,1,3,37.0,19,47,38,112,No,Never,93%,87%,Yes,3,96%,96%,76%,83%,102,16,34,9,7,3,5,2025-04,0.03,Full,0.6,4,84,20,11,Yes,Yes,Yes,1,Always,Yes,91%,Q2,2024_Q2
NYA004,Nyarugenge Health Center 3,Nyarugenge,Kigali City,Referral,-2.8699,29.2867,Yes,19,13,14,8,10,5,5,No,Yes,Yes,2024-06-01,440,430,4,2,10,1,1,1,0,3,36.8,13,44,17,54,No,Never,93%,87%,Yes,3,96%,96%,76%,83%,102,16,34,9,7,3,5,2025-04,0.03,Full,0.6,4,84,20,11,Yes,Yes,Yes,1,Always,Yes,91%,Q2,2024_Q2
NYA004,Nyarugenge Health Center 3,Nyarugenge,Kigali City,Referral,-2.8699,29.2867,Yes,19,13,14,8,10,5,5,No,Yes,Yes,2024-07-01,405,400,5,1,5,1,1,1,0,3,37.0,14,52,22,41,No,Never,93%,87%,Yes,3,96%,96%,76%,83%,102,16,34,9,7,3,5,2025-04,0.03,Full,0.6,4,84,20,11,Yes,Yes,Yes,1,Always,Yes,91%,Q3,2024_Q3
NYA004,Nyarugenge Health Center 3,Nyarugenge,Kigali City,Referral,-2.8699,29.2867,Yes,19,13,14,8,10,5,5,No,Yes,Yes,2024-08-01,500,482,5,2,18,2,2,1,0,2,36.7,12,48,25,52,No,Never,93%,87%,Yes,3,96%,96%,76%,83%,102,16,34,9,7,3,5,2025-04,0.03,Full,0.6,4,84,20,11,Yes,Yes,Yes,1,Always,Yes,91%,Q3,2024_Q3
NYA004,Nyarugenge Health Center 3,Nyarugenge,Kigali City,Referral,-2.8699,29.2867,Yes,19,13,14,8,10,5,5,No,Yes,Yes,2024-09-01,600,578,7,3,22,3,3,2,1,1,38.0,21,62,35,71,No,Never,93%,87%,Yes,3,96%,96%,76%,83%,102,16,34,9,7,3,5,2025-04,0.03,Full,0.6,4,84,20,11,Yes,Yes,Yes,1,Always,Yes,91%,Q3,2024_Q3
NYA004,Nyarugenge Health Center 3,Nyarugenge,Kigali City,Referral,-2.8699,29.2867,Yes,19,13,14,8,10,5,5,No,Yes,Yes,2024-10-01,410,402,5,2,8,1,2,1,0,3,37.5,17,53,20,73,No,Never,93%,87%,Yes,3,96%,96%,76%,83%,102,16,34,9,7,3,5,2025-04,0.03,Full,0.6,4,84,20,11,Yes,Yes,Yes,1,Always,Yes,91%,Q4,2024_Q4
NYA004,Nyarugenge Health Center 3,Nyarugenge,Kigali City,Referral,-2.8699,29.2867,Yes,19,13,14,8,10,5,5,No,Yes,Yes,2024-11-01,597,585,8,2,12,3,2,2,1,2,38.1,16,84,40,74,No,Never,93%,87%,Yes,3,96%,96%,76%,83%,102,16,34,9,7,3,5,2025-04,0.03,Full,0.6,4,84,20,11,Yes,Yes,Yes,1,Always,Yes,91%,Q4,2024_Q4
NYA005,Nyarugenge Health Center 4,Nyarugenge,Kigali City,Health Center,-1.5397,29.6363,No,0,1,1,1,1,0,2,Partial,Yes,Yes,2024-01-01,109,107,4,2,2,2,1,1,0,2,36.8,2,13,8,11,Outdated,2022-06,19%,22%,No,1,72%,17%,17%,53%,27,2,5,2,0,0,0,2023-01,0.01,,2.3,15,4,3,0,No,No,No,35,Rarely,No,23%,Q1,2024_Q1
NYA005,Nyarugenge Health Center 4,Nyarugenge,Kigali City,Health Center,-1.5397,29.6363,No,0,1,1,1,1,0,2,Partial,Yes,Yes,2024-01-01,81,78,3,1,3,1,1,0,0,2,37.5,1,8,5,9,Outdated,2022-06,19%,22%,No,1,72%,17%,17%,53%,27,2,5,2,0,0,0,2023-01,0.01,,2.3,15,4,3,0,No,No,No,35,Rarely,No,23%,Q1,2024_Q1
NYA005,Nyarugenge Health Center 4,Nyarugenge,Kigali City,Health Center,-1.5397,29.6363,No,0,1,1,1,1,0,2,Partial,Yes,Yes,2024-03-01,73,72,3,1,1,1,1,0,0,2,38.2,3,8,5,12,Outdated,2022-06,19%,22%,No,1,72%,17%,17%,53%,27,2,5,2,0,0,0,2023-01,0.01,,2.3,15,4,3,0,No,No,No,35,Rarely,No,23%,Q1,2024_Q1
NYA005,Nyarugenge Health Center 4,Nyarugenge,Kigali City,Health Center,-1.5397,29.6363,No,0,1,1,1,1,0,2,Partial,Yes,Yes,2024-03-01,84,80,5,2,4,2,1,1,0,3,38.2,3,7,6,14,Outdated,2022-06,19%,22%,No,1,72%,17%,17%,53%,27,2,5,2,0,0,0,2023-01,0.01,,2.3,15,4,3,0,No,No,No,35,Rarely,No,23%,Q1,2024_Q1
NYA005,Nyarugenge Health Center 4,Nyarugenge,Kigali City,Health Center,-1.5397,29.6363,No,0,1,1,1,1,0,2,Partial,Yes,Yes,2024-04-01,112,109,5,2,3,2,2,1,0,2,36.9,3,11,4,17,Outdated,2022-06,19%,22%,No,1,72%,17%,17%,53%,27,2,5,2,0,0,0,2023-01,0.01,,2.3,15,4,3,0,No,No,No,35,Rarely,No,23%,Q2,2024_Q2
NYA005,Nyarugenge Health Center 4,Nyarugenge,Kigali City,Health Center,-1.5397,29.6363,No,0,1,1,1,1,0,2,Partial,Yes,Yes,2024-05-01,77,75,3,1,2,1,1,0,0,2,38.2,2,9,4,12,Outdated,2022-06,19%,22%,No,1,72%,17%,17%,53%,27,2,5,2,0,0,0,2023-01,0.01,,2.3,15,4,3,0,No,No,No,35,Rarely,No,23%,Q2,2024_Q2
NYA005,Nyarugenge Health Center 4,Nyarugenge,Kigali City,Health Center,-1.5397,29.6363,No,0,1,1,1,1,0,2,Partial,Yes,Yes,2024-06-01,51,49,2,1,2,1,1,0,0,1,38.4,1,5,2,7,Outdated,2022-06,19%,22%,No,1,72%,17%,17%,53%,27,2,5,2,0,0,0,2023-01,0.01,,2.3,15,4,3,0,No,No,No,35,Rarely,No,23%,Q2,2024_Q2
NYA005,Nyarugenge Health Center 4,Nyarugenge,Kigali City,Health Center,-1.5397,29.6363,No,0,1,1,1,1,0,2,Partial,Yes,Yes,2024-07-01,55,53,3,1,2,1,1,1,0,1,38.3,2,7,2,7,Outdated,2022-06,19%,22%,No,1,72%,17%,17%,53%,27,2,5,2,0,0,0,2023-01,0.01,,2.3,15,4,3,0,No,No,No,35,Rarely,No,23%,Q3,2024_Q3
NYA005,Nyarugenge Health Center 4,Nyarugenge,Kigali City,Health Center,-1.5397,29.6363,No,0,1,1,1,1,0,2,Partial,Yes,Yes,2024-08-01,60,58,3,0,2,1,0,0,0,2,37.9,2,6,3,6,Outdated,2022-06,19%,22%,No,1,72%,17%,17%,53%,27,2,5,2,0,0,0,2023-01,0.01,,2.3,15,4,3,0,No,No,No,35,Rarely,No,23%,Q3,2024_Q3
NYA005,Nyarugenge Health Center 4,Nyarugenge,Kigali City,Health Center,-1.5397,29.6363,No,0,1,1,1,1,0,2,Partial,Yes,Yes,2024-09-01,91,88,5,2,3,2,2,1,0,2,38.4,2,7,5,12,Outdated,2022-06,19%,22%,No,1,72%,17%,17%,53%,27,2,5,2,0,0,0,2023-01,0.01,,2.3,15,4,3,0,No,No,No,35,Rarely,No,23%,Q3,2024_Q3
NYA005,Nyarugenge Health Center 4,Nyarugenge,Kigali City,Health Center,-1.5397,29.6363,No,0,1,1,1,1,0,2,Partial,Yes,Yes,2024-10-01,71,68,2,1,3,0,0,0,0,3,37.9,1,10,2,7,Outdated,2022-06,19%,22%,No,1,72%,17%,17%,53%,27,2,5,2,0,0,0,2023-01,0.01,,2.3,15,4,3,0,No,No,No,35,Rarely,No,23%,Q4,2024_Q4
